Date,Adj Close,Close,High,Low,Open,Volume,Ticker,MA10,MA50,Pct_change,Upper_BB,Lower_BB
2024-07-16,18200.0,18200.0,18250.0,18000.0,18000.0,67200.0,BMC.VN,,,,,
2024-07-17,18300.0,18300.0,18900.0,18200.0,18200.0,208900.0,BMC.VN,,,0.5494505494505475,,
2024-07-18,18400.0,18400.0,18500.0,18150.0,18350.0,83100.0,BMC.VN,,,0.5464480874316946,,
2024-07-19,18400.0,18400.0,18500.0,18150.0,18350.0,42900.0,BMC.VN,,,0.0,,
2024-07-22,18300.0,18300.0,18550.0,18100.0,18300.0,81700.0,BMC.VN,,,-0.5434782608695676,,
2024-07-23,18200.0,18200.0,18600.0,18200.0,18600.0,125200.0,BMC.VN,,,-0.5464480874316946,,
2024-07-24,18150.0,18150.0,18200.0,18000.0,18150.0,19000.0,BMC.VN,,,-0.27472527472527375,,
2024-07-25,17850.0,17850.0,18150.0,17000.0,18150.0,53900.0,BMC.VN,,,-1.6528925619834656,,
2024-07-26,18000.0,18000.0,18000.0,17600.0,17600.0,20900.0,BMC.VN,,,0.8403361344537785,,
2024-07-29,17950.0,17950.0,18100.0,17800.0,17950.0,21900.0,BMC.VN,18175.0,,-0.2777777777777768,,
2024-07-30,18000.0,18000.0,18000.0,17900.0,17900.0,23400.0,BMC.VN,18155.0,,0.278551532033422,,
2024-07-31,19250.0,19250.0,19250.0,18150.0,18150.0,342900.0,BMC.VN,18250.0,,6.944444444444442,,
2024-08-01,19000.0,19000.0,20250.0,18800.0,19750.0,119600.0,BMC.VN,18310.0,,-1.2987012987012991,,
2024-08-02,19150.0,19150.0,19300.0,18400.0,19000.0,175900.0,BMC.VN,18385.0,,0.7894736842105177,,
2024-08-05,18600.0,18600.0,19450.0,17850.0,19050.0,199000.0,BMC.VN,18415.0,,-2.872062663185382,,
2024-08-06,18900.0,18900.0,19100.0,18000.0,18600.0,110700.0,BMC.VN,18485.0,,1.6129032258064502,,
2024-08-07,20200.0,20200.0,20200.0,18350.0,18350.0,343000.0,BMC.VN,18690.0,,6.8783068783068835,,
2024-08-08,21600.0,21600.0,21600.0,20650.0,20800.0,440500.0,BMC.VN,19065.0,,6.930693069306937,,
2024-08-09,20950.0,20950.0,22000.0,20950.0,21800.0,171000.0,BMC.VN,19360.0,,-3.009259259259256,,
2024-08-12,20600.0,20600.0,20950.0,19600.0,20600.0,355800.0,BMC.VN,19625.0,,-1.670644391408116,21813.246113359182,17436.753886640818
2024-08-13,21300.0,21300.0,21400.0,19900.0,20350.0,127600.0,BMC.VN,19955.0,,3.398058252427183,22362.64134415931,17547.35865584069
2024-08-14,21000.0,21000.0,21600.0,20850.0,21600.0,115100.0,BMC.VN,20130.0,,-1.4084507042253502,22659.114677635545,17600.885322364455
2024-08-15,20600.0,20600.0,21100.0,20350.0,20650.0,51900.0,BMC.VN,20290.0,,-1.904761904761909,22865.389597507015,17714.610402492985
2024-08-16,21000.0,21000.0,22000.0,20300.0,20650.0,191000.0,BMC.VN,20475.0,,1.9417475728155331,23120.63195117019,17829.36804882981
