Date,Adj Close,Close,High,Low,Open,Volume,Ticker,MA10,MA50,Pct_change,Upper_BB,Lower_BB
2024-07-16,29813.083984375,29813.083984375,31495.326171875,29579.439453125,31495.326171875,832995.0,CTF.VN,,,,,
2024-07-17,29065.419921875,29065.419921875,29532.7109375,28504.673828125,29532.7109375,144557.0,CTF.VN,,,-2.5078387156855397,,
2024-07-18,29252.3359375,29252.3359375,29252.3359375,28317.7578125,28785.046875,712941.0,CTF.VN,,,0.6430872704657586,,
2024-07-19,29719.626953125,29719.626953125,29719.626953125,28785.046875,28971.962890625,116202.0,CTF.VN,,,1.5974485477789013,,
2024-07-22,29672.896484375,29672.896484375,29719.626953125,28971.962890625,29579.439453125,1729611.0,CTF.VN,,,-0.15723773660990537,,
2024-07-23,29532.7109375,29532.7109375,29532.7109375,28878.50390625,29532.7109375,258940.0,CTF.VN,,,-0.4724363425350764,,
2024-07-24,29158.87890625,29158.87890625,29439.251953125,28644.859375,29439.251953125,68159.0,CTF.VN,,,-1.2658236219530994,,
2024-07-25,29158.87890625,29158.87890625,29252.3359375,28738.318359375,29252.3359375,261722.0,CTF.VN,,,0.0,,
2024-07-26,29158.87890625,29158.87890625,29205.607421875,28691.587890625,29158.87890625,124120.0,CTF.VN,,,0.0,,
2024-07-29,29158.87890625,29158.87890625,29532.7109375,28971.962890625,29158.87890625,26215.0,CTF.VN,29369.158984375,,0.0,,
2024-07-30,29158.87890625,29158.87890625,29158.87890625,28691.587890625,29158.87890625,95872.0,CTF.VN,29303.7384765625,,0.0,,
2024-07-31,29112.150390625,29112.150390625,29252.3359375,28691.587890625,29252.3359375,58636.0,CTF.VN,29308.4115234375,,-0.16025484304537096,,
2024-08-01,28831.775390625,28831.775390625,29112.150390625,28037.3828125,29112.150390625,126260.0,CTF.VN,29266.35546875,,-0.9630858464178882,,
2024-08-02,28457.943359375,28457.943359375,28971.962890625,28084.111328125,28598.130859375,118877.0,CTF.VN,29140.187109375,,-1.296597334659999,,
2024-08-05,28084.111328125,28084.111328125,28644.859375,27663.55078125,28504.673828125,236256.0,CTF.VN,28981.30859375,,-1.313629823944562,,
2024-08-06,28084.111328125,28084.111328125,28364.486328125,27570.09375,27757.009765625,122836.0,CTF.VN,28836.4486328125,,0.0,,
2024-08-07,28037.3828125,28037.3828125,28224.298828125,27570.09375,28084.111328125,185538.0,CTF.VN,28724.2990234375,,-0.1663877310520534,,
2024-08-08,28177.5703125,28177.5703125,28224.298828125,27616.822265625,28037.3828125,47936.0,CTF.VN,28626.1681640625,,0.5000020898437763,,
2024-08-09,28037.3828125,28037.3828125,28177.5703125,27476.634765625,28177.5703125,256051.0,CTF.VN,28514.0185546875,,-0.49751450691194465,,
2024-08-12,28037.3828125,28037.3828125,28037.3828125,27616.822265625,27943.92578125,85279.0,CTF.VN,28401.8689453125,,0.0,29642.942903767962,27160.79498685704
2024-08-13,27850.466796875,27850.466796875,28037.3828125,27616.822265625,28037.3828125,114811.0,CTF.VN,28271.027734375,,-0.6666671310763927,29513.65651806374,27028.398950686256
2024-08-14,28037.3828125,28037.3828125,28037.3828125,27710.28125,27990.654296875,87205.0,CTF.VN,28163.5509765625,,0.6711414102616553,29442.280020739952,26884.821932385046
2024-08-15,28037.3828125,28037.3828125,28037.3828125,27757.009765625,27990.654296875,831753.0,CTF.VN,28084.11171875,,0.0,29374.934786146678,26793.28865135332
2024-08-16,27757.009765625,27757.009765625,28130.841796875,27757.009765625,27943.92578125,37985.0,CTF.VN,28014.018359375,,-0.9999972135416257,29268.42944845918,26759.60727029082
2024-08-19,27943.92578125,27943.92578125,28364.486328125,27803.73828125,27897.1953125,76826.0,CTF.VN,27999.9998046875,,0.6734011235478343,29172.045360996173,26827.95424837883
2024-08-20,27943.92578125,27943.92578125,27990.654296875,27757.009765625,27943.92578125,49862.0,CTF.VN,27985.98125,,0.0,29072.922785965173,26899.03971403483
2024-08-21,27757.009765625,27757.009765625,28037.3828125,27757.009765625,28037.3828125,173875.0,CTF.VN,27957.9439453125,,-0.6688967652154987,29022.44977983225,26893.43811079275
2024-08-22,27850.466796875,27850.466796875,28037.3828125,27663.55078125,27850.466796875,419654.0,CTF.VN,27925.23359375,,0.33669704351850793,28937.68116480452,26912.78602269548
2024-08-23,27897.1953125,27897.1953125,27897.1953125,27616.822265625,27757.009765625,241285.0,CTF.VN,27911.21484375,,0.16778359934075393,28846.224965948884,26976.204721551116
2024-08-26,27850.466796875,27850.466796875,28037.3828125,27663.55078125,27943.92578125,151833.0,CTF.VN,27892.5232421875,,-0.16750255752076004,28726.385774822887,27058.660709552114
2024-08-27,27570.09375,27570.09375,27850.466796875,27570.09375,27850.466796875,140384.0,CTF.VN,27864.4859375,,-1.0067086089431743,28587.94764844989,27141.024226550115
2024-08-28,27897.1953125,27897.1953125,27897.1953125,27570.09375,27757.009765625,195275.0,CTF.VN,27850.4671875,,1.1864361632792697,28383.711985310434,27317.222389689563
2024-08-29,27897.1953125,27897.1953125,27897.1953125,27616.822265625,27897.1953125,122087.0,CTF.VN,27836.4484375,,0.0,28203.172246503418,27469.72462849658
2024-08-30,27943.92578125,27943.92578125,28037.3828125,27710.28125,27897.1953125,211218.0,CTF.VN,27855.1400390625,,0.1675095586725961,28137.311390668157,27572.96868745684
2024-09-04,28037.3828125,28037.3828125,28037.3828125,27897.1953125,28037.3828125,36166.0,CTF.VN,27864.4857421875,,0.33444488788583193,28142.182183056186,27586.78930131881
2024-09-05,28037.3828125,28037.3828125,28224.298828125,27943.92578125,28037.3828125,141775.0,CTF.VN,27873.8314453125,,0.0,28146.89551346095,27600.767377164048
2024-09-06,28037.3828125,28037.3828125,28224.298828125,27803.73828125,28224.298828125,121766.0,CTF.VN,27901.86875,,0.0,28174.932818148452,27628.80468185155
2024-09-09,27897.1953125,27897.1953125,28037.3828125,27803.73828125,28037.3828125,41409.0,CTF.VN,27906.5416015625,,-0.5000020898437763,28153.62181250968,27659.461390615324
2024-09-10,27523.365234375,27523.365234375,27943.92578125,27196.26171875,27897.1953125,259261.0,CTF.VN,27869.15859375,,-1.3400274613179386,28165.125523077182,27573.191664422815
2024-09-11,27710.28125,27710.28125,27897.1953125,27383.177734375,27570.09375,340367.0,CTF.VN,27855.1400390625,,0.6791175934821814,28153.003492952073,27557.276585172924
2024-09-12,27897.1953125,27897.1953125,27897.1953125,27429.90625,27710.28125,124976.0,CTF.VN,27887.8501953125,,0.6745296477277618,28185.675044601216,27590.025346023787
2024-09-13,27850.466796875,27850.466796875,27897.1953125,27570.09375,27897.1953125,67624.0,CTF.VN,27883.17734375,,-0.16750255752076004,28171.273371274583,27595.08131622542
2024-09-16,27850.466796875,27850.466796875,27850.466796875,27523.365234375,27850.466796875,81534.0,CTF.VN,27878.5044921875,,0.0,28155.20554556698,27601.803438808023
2024-09-17,27803.73828125,27803.73828125,27943.92578125,27570.09375,27850.466796875,66447.0,CTF.VN,27864.4857421875,,-0.16778359934075393,28138.38989503035,27590.58158934465
2024-09-18,28037.3828125,28037.3828125,28037.3828125,27757.009765625,27850.466796875,81213.0,CTF.VN,27864.4857421875,,0.8403349538344651,28147.47019087219,27581.501293502806
2024-09-19,28224.298828125,28224.298828125,28224.298828125,27429.90625,28037.3828125,282694.0,CTF.VN,27883.17734375,,0.6666671310763927,28207.492079177264,27558.86260832274
2024-09-20,28317.7578125,28317.7578125,28317.7578125,28037.3828125,28130.841796875,152903.0,CTF.VN,27911.21484375,,0.33112951696028237,28284.554234403124,27537.875453096876
2024-09-23,28037.3828125,28037.3828125,28411.21484375,27990.654296875,28224.298828125,53500.0,CTF.VN,27925.23359375,,-0.990103107232021,28302.004922923166,27548.462264576832
2024-09-24,28364.486328125,28364.486328125,28364.486328125,27943.92578125,28037.3828125,471549.0,CTF.VN,28009.345703125,,1.166669220920169,28435.902884730778,27582.788521519222
2024-09-25,28224.298828125,28224.298828125,28411.21484375,27943.92578125,28364.486328125,239573.0,CTF.VN,28060.7474609375,28315.887734375,-0.4942359906620175,28503.382784324436,27618.11213755056
2024-09-26,28084.111328125,28084.111328125,28364.486328125,28037.3828125,28224.298828125,159965.0,CTF.VN,28079.4390625,28281.30828125,-0.4966908154341976,28485.428062068546,27673.450062931457
2024-09-27,28130.841796875,28130.841796875,28177.5703125,27897.1953125,28084.111328125,173126.0,CTF.VN,28107.4765625,28262.61671875,0.16639468560717408,28516.427096087864,27698.526028912136
2024-09-30,27850.466796875,27850.466796875,28177.5703125,27757.009765625,28130.841796875,604443.0,CTF.VN,28107.4765625,28234.5793359375,-0.9966818697588531,28519.3114880778,27695.6416369222
2024-10-01,27850.466796875,27850.466796875,28037.3828125,27570.09375,27850.466796875,105930.0,CTF.VN,28112.1494140625,28197.1961328125,0.0,28528.425376046325,27695.873452078675
2024-10-02,28084.111328125,28084.111328125,28084.111328125,27616.822265625,27897.1953125,351709.0,CTF.VN,28116.822265625,28165.4204296875,0.8389250096024092,28534.7789068168,27698.8656244332
2024-10-03,28130.841796875,28130.841796875,28130.841796875,27663.55078125,27757.009765625,207794.0,CTF.VN,28107.4765625,28137.383046875,0.16639468560717408,28529.701032049303,27685.252092950697
2024-10-04,27943.92578125,27943.92578125,28130.841796875,27710.28125,28037.3828125,640930.0,CTF.VN,28070.093359375,28113.083984375,-0.6644522655051333,28492.426680489538,27647.760038260465
