Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,DSC.VN,DSC.VN,DSC.VN,DSC.VN,DSC.VN,DSC.VN,
2024-10-24,22500.0,22500.0,23800.0,22500.0,23500.0,203700,DSC.VN
2024-10-25,22750.0,22750.0,23000.0,22300.0,23000.0,52200,DSC.VN
2024-10-28,21900.0,21900.0,22750.0,21900.0,22500.0,43400,DSC.VN
2024-10-29,21600.0,21600.0,22000.0,21200.0,21900.0,122300,DSC.VN
2024-10-31,20600.0,20600.0,21400.0,20400.0,20800.0,70500,DSC.VN
2024-11-01,20000.0,20000.0,20650.0,20000.0,20050.0,71700,DSC.VN
2024-11-04,20000.0,20000.0,20700.0,19800.0,20700.0,91200,DSC.VN
2024-11-06,19900.0,19900.0,20300.0,19700.0,20300.0,88500,DSC.VN
2024-11-07,19900.0,19900.0,20350.0,19800.0,20350.0,80200,DSC.VN
2024-11-08,19600.0,19600.0,20050.0,19550.0,20050.0,93600,DSC.VN
2024-11-11,19600.0,19600.0,19800.0,19000.0,19350.0,44300,DSC.VN
2024-11-12,19050.0,19050.0,19900.0,19050.0,19900.0,60000,DSC.VN
2024-11-13,18700.0,18700.0,19150.0,17750.0,18350.0,318200,DSC.VN
2024-11-14,18800.0,18800.0,19000.0,18100.0,18800.0,90600,DSC.VN
2024-11-15,18150.0,18150.0,18750.0,18000.0,18750.0,46700,DSC.VN
2024-11-18,18150.0,18150.0,18400.0,18100.0,18200.0,56200,DSC.VN
2024-11-19,17800.0,17800.0,18300.0,17800.0,18150.0,37500,DSC.VN
2024-11-20,18000.0,18000.0,18450.0,17650.0,18050.0,35700,DSC.VN
2024-11-21,18000.0,18000.0,18200.0,17800.0,18150.0,14300,DSC.VN
2024-11-22,18000.0,18000.0,18200.0,17850.0,18200.0,29200,DSC.VN
2024-11-25,17750.0,17750.0,17950.0,17650.0,17950.0,38000,DSC.VN
2024-11-26,17800.0,17800.0,17950.0,17700.0,17750.0,55100,DSC.VN
