Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,DSN.VN,DSN.VN,DSN.VN,DSN.VN,DSN.VN,DSN.VN,
2024-07-16,53915.21875,58100.0,58900.0,58000.0,58400.0,13400,DSN.VN
2024-07-17,53358.4296875,57500.0,58600.0,57500.0,58100.0,9200,DSN.VN
2024-07-18,53265.63671875,57400.0,57500.0,57000.0,57500.0,7100,DSN.VN
2024-07-19,53265.63671875,57400.0,57500.0,57400.0,57500.0,1900,DSN.VN
2024-07-22,52894.4453125,57000.0,57500.0,53400.0,57500.0,13400,DSN.VN
2024-07-23,52152.06640625,56200.0,56700.0,56200.0,56500.0,4300,DSN.VN
2024-07-24,52059.26953125,56100.0,56200.0,55000.0,56200.0,14000,DSN.VN
2024-07-25,51502.484375,55500.0,56000.0,55200.0,55900.0,11100,DSN.VN
2024-07-26,51502.484375,55500.0,55500.0,55000.0,55500.0,10600,DSN.VN
2024-07-29,52337.6640625,56400.0,56700.0,55600.0,55600.0,10500,DSN.VN
2024-07-30,52337.6640625,56400.0,56700.0,56000.0,56700.0,5400,DSN.VN
2024-07-31,51595.28515625,55600.0,56400.0,55600.0,56400.0,19300,DSN.VN
2024-08-01,51409.6875,55400.0,56000.0,55400.0,56000.0,7300,DSN.VN
2024-08-02,51409.6875,55400.0,55500.0,55300.0,55400.0,8800,DSN.VN
2024-08-05,50574.515625,54500.0,55300.0,54000.0,55200.0,17000,DSN.VN
2024-08-06,50388.91796875,54300.0,54400.0,53900.0,54000.0,40300,DSN.VN
2024-08-07,50481.71875,54400.0,55000.0,54200.0,54200.0,10000,DSN.VN
2024-08-08,50574.515625,54500.0,55000.0,54400.0,55000.0,5300,DSN.VN
2024-08-09,50667.3125,54600.0,55200.0,54500.0,54500.0,4400,DSN.VN
2024-08-12,50945.703125,54900.0,54900.0,54600.0,54600.0,3400,DSN.VN
2024-08-13,51038.5,55000.0,55400.0,54900.0,54900.0,1400,DSN.VN
2024-08-14,50667.3125,54600.0,55100.0,54600.0,55000.0,3400,DSN.VN
2024-08-15,51038.5,55000.0,55100.0,54400.0,55100.0,5000,DSN.VN
2024-08-16,51224.09765625,55200.0,55200.0,55000.0,55000.0,5600,DSN.VN
2024-08-19,51038.5,55000.0,56000.0,55000.0,55400.0,10900,DSN.VN
2024-08-20,51224.09765625,55200.0,55400.0,54800.0,55000.0,8500,DSN.VN
2024-08-21,51131.296875,55100.0,55400.0,55000.0,55400.0,12300,DSN.VN
2024-08-22,51224.09765625,55200.0,55500.0,55200.0,55400.0,5700,DSN.VN
2024-08-23,51131.296875,55100.0,55500.0,55100.0,55200.0,4900,DSN.VN
2024-08-26,51038.5,55000.0,55600.0,55000.0,55600.0,13100,DSN.VN
2024-08-28,51409.6875,55400.0,55400.0,55000.0,55100.0,12400,DSN.VN
2024-08-29,51409.6875,55400.0,55500.0,55100.0,55400.0,11600,DSN.VN
2024-08-30,51316.89453125,55300.0,55600.0,55000.0,55400.0,9900,DSN.VN
2024-09-04,51409.6875,55400.0,56000.0,54800.0,55300.0,17300,DSN.VN
2024-09-05,51502.484375,55500.0,55500.0,55000.0,55500.0,9200,DSN.VN
2024-09-06,51409.6875,55400.0,55400.0,55000.0,55000.0,3500,DSN.VN
2024-09-09,51038.5,55000.0,55200.0,55000.0,55200.0,6200,DSN.VN
2024-09-10,50852.90625,54800.0,55100.0,54800.0,55000.0,3100,DSN.VN
2024-09-11,51038.5,55000.0,55300.0,54600.0,55300.0,8800,DSN.VN
2024-09-12,51316.89453125,55300.0,55300.0,55000.0,55000.0,2700,DSN.VN
2024-09-13,51224.09765625,55200.0,55200.0,55000.0,55200.0,3500,DSN.VN
2024-09-16,51409.6875,55400.0,55400.0,55100.0,55200.0,3600,DSN.VN
2024-09-17,51316.89453125,55300.0,55400.0,55300.0,55400.0,5200,DSN.VN
2024-09-18,51409.6875,55400.0,55400.0,55300.0,55300.0,232685,DSN.VN
2024-09-19,51224.09765625,55200.0,55500.0,55200.0,55400.0,3400,DSN.VN
2024-09-20,51224.09765625,55200.0,55200.0,55000.0,55100.0,2900,DSN.VN
2024-09-23,51316.89453125,55300.0,55600.0,55000.0,55000.0,2900,DSN.VN
2024-09-24,51409.6875,55400.0,55400.0,55200.0,55300.0,9400,DSN.VN
2024-09-25,51502.484375,55500.0,55500.0,55500.0,55500.0,6300,DSN.VN
2024-09-26,51595.28515625,55600.0,55800.0,55500.0,55600.0,9200,DSN.VN
2024-09-27,51595.28515625,55600.0,55600.0,55400.0,55600.0,3900,DSN.VN
2024-09-30,51688.08203125,55700.0,55700.0,55300.0,55300.0,8900,DSN.VN
2024-10-01,51688.08203125,55700.0,55700.0,55500.0,55700.0,29400,DSN.VN
2024-10-02,51595.28515625,55600.0,55600.0,55200.0,55600.0,800,DSN.VN
2024-10-03,51595.28515625,55600.0,55600.0,55000.0,55100.0,7200,DSN.VN
2024-10-04,51409.6875,55400.0,55400.0,55200.0,55400.0,1300,DSN.VN
2024-10-07,51224.09765625,55200.0,55200.0,55000.0,55200.0,4300,DSN.VN
2024-10-08,51316.89453125,55300.0,55500.0,55100.0,55300.0,3800,DSN.VN
2024-10-09,51038.5,55000.0,55200.0,55000.0,55200.0,6300,DSN.VN
2024-10-10,51038.5,55000.0,55000.0,55000.0,55000.0,2700,DSN.VN
2024-10-11,51038.5,55000.0,55000.0,54900.0,55000.0,5000,DSN.VN
2024-10-14,51038.5,55000.0,55100.0,54800.0,55000.0,7500,DSN.VN
2024-10-15,51316.89453125,55300.0,55300.0,55000.0,55100.0,1900,DSN.VN
2024-10-16,51316.89453125,55300.0,55400.0,55100.0,55100.0,17000,DSN.VN
2024-10-17,51595.28515625,55600.0,55600.0,55300.0,55500.0,4200,DSN.VN
2024-10-18,51966.4765625,56000.0,56000.0,55600.0,55600.0,3300,DSN.VN
2024-10-21,51131.296875,55100.0,56000.0,54900.0,56000.0,7400,DSN.VN
2024-10-22,51409.6875,55400.0,55400.0,55200.0,55200.0,3500,DSN.VN
