Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,CCI.VN,CCI.VN,CCI.VN,CCI.VN,CCI.VN,CCI.VN,
2024-07-16,18661.701171875,21600.0,21600.0,21200.0,21200.0,2300,CCI.VN
2024-07-17,18661.701171875,21600.0,21600.0,21600.0,21600.0,600,CCI.VN
2024-07-18,17754.53515625,20550.0,21600.0,20550.0,21600.0,200,CCI.VN
2024-07-19,18229.716796875,21100.0,21500.0,21100.0,21500.0,200,CCI.VN
2024-07-22,17581.740234375,20350.0,20350.0,20350.0,20350.0,100,CCI.VN
2024-07-23,18532.10546875,21450.0,21450.0,20600.0,20600.0,1100,CCI.VN
2024-07-24,17754.53515625,20550.0,21500.0,20200.0,21500.0,300,CCI.VN
2024-07-25,17754.53515625,20550.0,20550.0,20550.0,20550.0,200,CCI.VN
2024-07-26,18143.3203125,21000.0,21000.0,20950.0,20950.0,3000,CCI.VN
2024-07-29,19266.478515625,22300.0,22300.0,20200.0,20200.0,400,CCI.VN
2024-08-01,18186.517578125,21050.0,22400.0,21000.0,22400.0,2700,CCI.VN
2024-08-02,18143.3203125,21000.0,21000.0,20550.0,20600.0,2400,CCI.VN
2024-08-05,18143.3203125,21000.0,21000.0,21000.0,21000.0,200,CCI.VN
2024-08-06,18402.51171875,21300.0,21300.0,21300.0,21300.0,100,CCI.VN
2024-08-07,18143.3203125,21000.0,21050.0,21000.0,21050.0,200,CCI.VN
2024-08-09,18143.3203125,21000.0,21000.0,21000.0,21000.0,1000,CCI.VN
2024-08-12,17754.53515625,20550.0,20550.0,20150.0,20150.0,200,CCI.VN
2024-08-13,18143.3203125,21000.0,21000.0,21000.0,21000.0,3200,CCI.VN
2024-08-14,17840.931640625,20650.0,22450.0,20650.0,22400.0,900,CCI.VN
2024-08-16,18143.3203125,21000.0,21000.0,19850.0,19850.0,2800,CCI.VN
2024-08-19,17711.3359375,20500.0,20500.0,20500.0,20500.0,500,CCI.VN
2024-08-20,17797.734375,20600.0,20650.0,20600.0,20650.0,1000,CCI.VN
2024-08-21,17711.3359375,20500.0,20500.0,20500.0,20500.0,100,CCI.VN
2024-08-22,18661.701171875,21600.0,21600.0,20800.0,20800.0,1500,CCI.VN
2024-08-23,18056.923828125,20900.0,20900.0,20750.0,20750.0,200,CCI.VN
2024-08-26,17711.3359375,20500.0,20600.0,20500.0,20600.0,900,CCI.VN
2024-08-29,17322.55078125,20050.0,20050.0,19650.0,19650.0,2100,CCI.VN
2024-08-30,17322.55078125,20050.0,20600.0,20050.0,20600.0,60900,CCI.VN
2024-09-04,16156.1943359375,18700.0,20050.0,18700.0,20050.0,3500,CCI.VN
2024-09-05,17236.154296875,19950.0,19950.0,19950.0,19950.0,100,CCI.VN
2024-09-09,18013.724609375,20850.0,20850.0,19150.0,20100.0,1300,CCI.VN
2024-09-10,18229.716796875,21100.0,21100.0,21100.0,21100.0,100,CCI.VN
2024-09-11,18056.923828125,20900.0,20950.0,20900.0,20950.0,200,CCI.VN
2024-09-12,19136.8828125,22150.0,22150.0,22150.0,22150.0,100,CCI.VN
2024-09-13,18143.3203125,21000.0,21450.0,20600.0,20600.0,2400,CCI.VN
2024-09-17,18143.3203125,21000.0,21000.0,21000.0,21000.0,100,CCI.VN
2024-09-20,17322.55078125,20050.0,20050.0,20050.0,20050.0,100,CCI.VN
2024-09-23,17322.55078125,20050.0,20050.0,20050.0,20050.0,100,CCI.VN
2024-09-24,16242.5908203125,18800.0,18800.0,18800.0,18800.0,100,CCI.VN
2024-09-25,17365.75,20100.0,20100.0,20100.0,20100.0,2000,CCI.VN
2024-09-26,18575.302734375,21500.0,21500.0,21300.0,21300.0,900,CCI.VN
2024-09-27,18488.908203125,21400.0,21400.0,21400.0,21400.0,500,CCI.VN
2024-09-30,18143.3203125,21000.0,21000.0,21000.0,21000.0,200,CCI.VN
2024-10-01,17711.3359375,20500.0,21000.0,20500.0,21000.0,2900,CCI.VN
2024-10-02,17840.931640625,20650.0,20650.0,20600.0,20600.0,1800,CCI.VN
2024-10-03,17884.12890625,20700.0,20700.0,20700.0,20700.0,100,CCI.VN
2024-10-04,18316.11328125,21200.0,21200.0,20200.0,20200.0,3100,CCI.VN
2024-10-07,18143.3203125,21000.0,21000.0,20100.0,20100.0,2700,CCI.VN
2024-10-08,18100.123046875,20950.0,20950.0,20950.0,20950.0,100,CCI.VN
2024-10-09,18143.3203125,21000.0,21000.0,19600.0,20100.0,5100,CCI.VN
2024-10-10,17322.55078125,20050.0,20500.0,20050.0,20500.0,3000,CCI.VN
2024-10-11,18056.923828125,20900.0,20900.0,20900.0,20900.0,100,CCI.VN
2024-10-14,18013.724609375,20850.0,20900.0,20850.0,20900.0,4000,CCI.VN
2024-10-15,17970.52734375,20800.0,20800.0,20100.0,20100.0,8900,CCI.VN
2024-10-16,17711.3359375,20500.0,21150.0,20500.0,21150.0,3800,CCI.VN
2024-10-17,17668.138671875,20450.0,20500.0,20450.0,20500.0,3800,CCI.VN
2024-10-18,17581.740234375,20350.0,20350.0,20350.0,20350.0,100,CCI.VN
2024-10-21,17192.955078125,19900.0,20500.0,19900.0,20500.0,1100,CCI.VN
2024-10-22,17581.740234375,20350.0,20350.0,20350.0,20350.0,100,CCI.VN
2024-10-23,17365.75,20100.0,20300.0,20100.0,20300.0,1300,CCI.VN
2024-10-24,17279.3515625,20000.0,20000.0,20000.0,20000.0,35300,CCI.VN
2024-10-25,17581.740234375,20350.0,20500.0,20000.0,20500.0,13900,CCI.VN
2024-10-28,17365.75,20100.0,20300.0,20000.0,20000.0,2100,CCI.VN
2024-10-31,17711.3359375,20500.0,20650.0,20300.0,20650.0,1300,CCI.VN
2024-11-08,18488.908203125,21400.0,21400.0,21400.0,21400.0,100,CCI.VN
2024-11-18,18575.302734375,21500.0,21500.0,21500.0,21500.0,2000,CCI.VN
2024-11-19,19093.685546875,22100.0,22900.0,21700.0,21700.0,800,CCI.VN
2024-11-20,18488.908203125,21400.0,22100.0,21400.0,22050.0,9600,CCI.VN
2024-11-22,19568.865234375,22650.0,22650.0,21300.0,21300.0,400,CCI.VN
2024-11-26,19871.25390625,23000.0,23000.0,22850.0,22850.0,13700,CCI.VN
2024-11-27,19871.25390625,23000.0,23400.0,23000.0,23400.0,1200,CCI.VN
2024-11-28,21037.611328125,24350.0,24350.0,23000.0,23000.0,3400,CCI.VN
2024-12-02,20735.22265625,24000.0,25900.0,24000.0,25900.0,200,CCI.VN
2024-12-04,20216.841796875,23400.0,23900.0,22350.0,23900.0,1400,CCI.VN
2024-12-05,20260.041015625,23450.0,23500.0,23450.0,23500.0,1400,CCI.VN
2024-12-06,20216.841796875,23400.0,23500.0,22300.0,23500.0,8000,CCI.VN
2024-12-12,20173.64453125,23350.0,23500.0,22200.0,23500.0,1500,CCI.VN
2024-12-13,19093.685546875,22100.0,23300.0,22050.0,23300.0,2000,CCI.VN
2024-12-16,19698.462890625,22800.0,22800.0,21200.0,21400.0,2000,CCI.VN
2024-12-17,19655.263671875,22750.0,23900.0,22750.0,23900.0,2600,CCI.VN
2024-12-18,19655.263671875,22750.0,22750.0,21600.0,22750.0,1900,CCI.VN
2024-12-19,19612.064453125,22700.0,23000.0,21500.0,23000.0,4700,CCI.VN
2024-12-20,20216.841796875,23400.0,24100.0,21600.0,24000.0,8600,CCI.VN
