Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,YBM.VN,YBM.VN,YBM.VN,YBM.VN,YBM.VN,YBM.VN,
2024-07-16,10693.212890625,11200.0,11200.0,11200.0,11200.0,100,YBM.VN
2024-07-17,10693.212890625,11200.0,11200.0,11200.0,11200.0,1300,YBM.VN
2024-07-18,10550.0,11050.0,11050.0,11050.0,11050.0,100,YBM.VN
2024-07-19,10502.2626953125,11000.0,11000.0,11000.0,11000.0,1000,YBM.VN
2024-07-23,10502.2626953125,11000.0,11000.0,11000.0,11000.0,200,YBM.VN
2024-07-24,10311.3125,10800.0,11300.0,10800.0,11200.0,30500,YBM.VN
2024-07-25,10311.3125,10800.0,10800.0,10800.0,10800.0,200,YBM.VN
2024-07-29,10502.2626953125,11000.0,11000.0,11000.0,11000.0,1000,YBM.VN
2024-07-30,10502.2626953125,11000.0,11000.0,11000.0,11000.0,3500,YBM.VN
2024-08-01,10502.2626953125,11000.0,11000.0,11000.0,11000.0,7400,YBM.VN
2024-08-02,10502.2626953125,11000.0,11000.0,11000.0,11000.0,1500,YBM.VN
2024-08-05,10502.2626953125,11000.0,11000.0,11000.0,11000.0,200,YBM.VN
2024-08-06,10502.2626953125,11000.0,11000.0,11000.0,11000.0,100,YBM.VN
2024-08-07,10502.2626953125,11000.0,11000.0,11000.0,11000.0,220400,YBM.VN
2024-08-08,10502.2626953125,11000.0,11000.0,11000.0,11000.0,1000,YBM.VN
2024-08-09,10502.2626953125,11000.0,11000.0,11000.0,11000.0,1000,YBM.VN
2024-08-12,10502.2626953125,11000.0,11000.0,10800.0,10800.0,2800,YBM.VN
2024-08-13,10502.2626953125,11000.0,11000.0,11000.0,11000.0,5000,YBM.VN
2024-08-15,10693.212890625,11200.0,11200.0,11000.0,11000.0,2100,YBM.VN
2024-08-19,11361.5380859375,11900.0,11900.0,11900.0,11900.0,200,YBM.VN
2024-08-20,10693.212890625,11200.0,11900.0,11200.0,11900.0,500,YBM.VN
2024-08-21,10645.4755859375,11150.0,11150.0,11150.0,11150.0,100,YBM.VN
2024-08-22,10502.2626953125,11000.0,11000.0,11000.0,11000.0,400,YBM.VN
2024-08-28,10550.0,11050.0,11050.0,11050.0,11050.0,600,YBM.VN
2024-08-29,11200.0,11200.0,11200.0,11200.0,11200.0,100,YBM.VN
2024-08-30,10800.0,10800.0,10800.0,10800.0,10800.0,400,YBM.VN
2024-09-04,10800.0,10800.0,10800.0,10800.0,10800.0,2700,YBM.VN
2024-09-05,11000.0,11000.0,11000.0,10800.0,10800.0,400,YBM.VN
2024-09-06,10800.0,10800.0,10800.0,10800.0,10800.0,300,YBM.VN
2024-09-10,10800.0,10800.0,10800.0,10800.0,10800.0,1300,YBM.VN
2024-09-11,10800.0,10800.0,10800.0,10800.0,10800.0,5700,YBM.VN
2024-09-12,11000.0,11000.0,11000.0,11000.0,11000.0,100,YBM.VN
2024-09-16,10800.0,10800.0,10800.0,10800.0,10800.0,6000,YBM.VN
2024-09-19,10800.0,10800.0,10800.0,10800.0,10800.0,200,YBM.VN
2024-09-23,11300.0,11300.0,11300.0,11300.0,11300.0,400,YBM.VN
2024-09-24,11300.0,11300.0,11300.0,11300.0,11300.0,200,YBM.VN
2024-09-25,11300.0,11300.0,11300.0,11300.0,11300.0,900,YBM.VN
2024-09-26,11300.0,11300.0,11300.0,11250.0,11250.0,300,YBM.VN
2024-09-27,11400.0,11400.0,11400.0,11400.0,11400.0,100,YBM.VN
2024-09-30,11200.0,11200.0,11200.0,11200.0,11200.0,400,YBM.VN
2024-10-02,11000.0,11000.0,11200.0,11000.0,11200.0,1500,YBM.VN
2024-10-07,11000.0,11000.0,11000.0,11000.0,11000.0,5100,YBM.VN
2024-10-09,11500.0,11500.0,11750.0,11500.0,11750.0,300,YBM.VN
2024-10-11,11300.0,11300.0,11400.0,11050.0,11050.0,123500,YBM.VN
2024-10-14,11300.0,11300.0,11300.0,11300.0,11300.0,200,YBM.VN
2024-10-15,11300.0,11300.0,11300.0,11300.0,11300.0,1700,YBM.VN
2024-10-22,11250.0,11250.0,11250.0,11250.0,11250.0,100,YBM.VN
2024-10-29,11950.0,11950.0,11950.0,11950.0,11950.0,400,YBM.VN
2024-11-04,11850.0,11850.0,11900.0,11850.0,11900.0,200,YBM.VN
2024-11-06,11050.0,11050.0,11050.0,11050.0,11050.0,100,YBM.VN
2024-11-08,11000.0,11000.0,11000.0,11000.0,11000.0,3600,YBM.VN
2024-11-11,11000.0,11000.0,11000.0,11000.0,11000.0,800,YBM.VN
2024-11-13,11000.0,11000.0,11000.0,11000.0,11000.0,3900,YBM.VN
2024-11-15,10600.0,10600.0,10600.0,10600.0,10600.0,100,YBM.VN
2024-11-22,10300.0,10300.0,10300.0,10300.0,10300.0,100,YBM.VN
2024-11-26,11000.0,11000.0,11000.0,10900.0,10900.0,200,YBM.VN
2024-11-27,11000.0,11000.0,11000.0,11000.0,11000.0,100,YBM.VN
2024-11-28,11000.0,11000.0,11000.0,11000.0,11000.0,100,YBM.VN
2024-12-04,10500.0,10500.0,10500.0,10500.0,10500.0,100,YBM.VN
2024-12-05,10500.0,10500.0,10500.0,10500.0,10500.0,200,YBM.VN
