Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,HSG.VN,HSG.VN,HSG.VN,HSG.VN,HSG.VN,HSG.VN,
2024-07-16,23609.66015625,24300.0,24700.0,24250.0,24600.0,8726900,HSG.VN
2024-07-17,23026.705078125,23700.0,24450.0,22900.0,24350.0,23064000,HSG.VN
2024-07-18,23706.818359375,24400.0,24450.0,23100.0,23700.0,15515600,HSG.VN
2024-07-19,23075.28515625,23750.0,24250.0,23650.0,24250.0,9480000,HSG.VN
2024-07-22,22200.853515625,22850.0,23850.0,22650.0,23750.0,13792300,HSG.VN
2024-07-23,21957.955078125,22600.0,23200.0,22500.0,23000.0,11000500,HSG.VN
2024-07-24,22249.431640625,22900.0,23100.0,22100.0,22500.0,9965900,HSG.VN
2024-07-25,22200.853515625,22850.0,23150.0,22650.0,22700.0,5992400,HSG.VN
2024-07-26,22492.330078125,23150.0,23150.0,22850.0,23000.0,4722500,HSG.VN
2024-07-29,22638.068359375,23300.0,23700.0,23200.0,23400.0,7244300,HSG.VN
2024-07-30,22249.431640625,22900.0,23450.0,22800.0,23300.0,6975300,HSG.VN
2024-07-31,21180.681640625,21800.0,23100.0,21300.0,23000.0,27871700,HSG.VN
2024-08-01,20257.671875,20850.0,22000.0,20650.0,21800.0,15122900,HSG.VN
2024-08-02,20840.625,21450.0,21550.0,20400.0,20400.0,9868900,HSG.VN
2024-08-05,19431.818359375,20000.0,21150.0,20000.0,20950.0,14381700,HSG.VN
2024-08-06,20354.830078125,20950.0,20950.0,20000.0,20400.0,9877100,HSG.VN
2024-08-07,20500.568359375,21100.0,21100.0,20500.0,21000.0,5425100,HSG.VN
2024-08-08,20014.7734375,20600.0,21200.0,20450.0,20850.0,5861900,HSG.VN
2024-08-09,20257.671875,20850.0,21050.0,20700.0,20850.0,5142300,HSG.VN
2024-08-12,20403.41015625,21000.0,21300.0,20850.0,20900.0,3915300,HSG.VN
2024-08-13,20063.353515625,20650.0,21200.0,20400.0,21200.0,6836500,HSG.VN
2024-08-14,19771.875,20350.0,20850.0,20350.0,20800.0,5977900,HSG.VN
2024-08-15,19043.181640625,19600.0,20500.0,19600.0,20400.0,11032200,HSG.VN
2024-08-16,19771.875,20350.0,20450.0,19600.0,19600.0,14166000,HSG.VN
2024-08-19,20063.353515625,20650.0,21200.0,20450.0,20500.0,12024500,HSG.VN
2024-08-20,20257.671875,20850.0,21050.0,20500.0,20800.0,13000700,HSG.VN
2024-08-21,20451.98828125,21050.0,21400.0,20900.0,21050.0,17294500,HSG.VN
2024-08-22,20160.51171875,20750.0,21350.0,20600.0,21250.0,15112900,HSG.VN
2024-08-23,20597.728515625,21200.0,21200.0,20400.0,20850.0,14500700,HSG.VN
2024-08-26,20403.41015625,21000.0,21600.0,20900.0,21450.0,13718000,HSG.VN
2024-08-28,20306.25,20900.0,21200.0,20600.0,20950.0,15082700,HSG.VN
2024-08-29,20209.091796875,20800.0,21100.0,20800.0,21000.0,5856800,HSG.VN
2024-08-30,20209.091796875,20800.0,21050.0,20750.0,20800.0,7760200,HSG.VN
2024-09-04,19723.296875,20300.0,20600.0,20200.0,20300.0,11986600,HSG.VN
2024-09-05,19334.66015625,19900.0,20450.0,19800.0,20400.0,14093300,HSG.VN
2024-09-06,19383.23828125,19950.0,20000.0,19600.0,19850.0,7386000,HSG.VN
2024-09-09,19820.455078125,20400.0,20850.0,20100.0,20300.0,15083100,HSG.VN
2024-09-10,19480.3984375,20050.0,20750.0,19950.0,20750.0,8315100,HSG.VN
2024-09-11,19723.296875,20300.0,20450.0,19950.0,20100.0,8507800,HSG.VN
2024-09-12,19577.556640625,20150.0,20650.0,20150.0,20500.0,4842400,HSG.VN
2024-09-13,19383.23828125,19950.0,20300.0,19900.0,20200.0,7262300,HSG.VN
2024-09-16,19043.181640625,19600.0,20100.0,19600.0,19950.0,9105100,HSG.VN
2024-09-17,19431.818359375,20000.0,20000.0,19500.0,19500.0,5872500,HSG.VN
2024-09-18,19528.978515625,20100.0,20100.0,19900.0,20050.0,9300300,HSG.VN
2024-09-19,19626.13671875,20200.0,20400.0,20200.0,20200.0,7330600,HSG.VN
2024-09-20,19723.296875,20300.0,20700.0,20300.0,20400.0,16037800,HSG.VN
2024-09-23,19528.978515625,20100.0,20600.0,20100.0,20400.0,5482200,HSG.VN
2024-09-24,19577.556640625,20150.0,20300.0,20000.0,20000.0,5444100,HSG.VN
2024-09-25,20111.931640625,20700.0,20950.0,20400.0,20500.0,19779300,HSG.VN
2024-09-26,20209.091796875,20800.0,21000.0,20600.0,20750.0,14199800,HSG.VN
2024-09-27,20354.830078125,20950.0,21300.0,20800.0,20850.0,17449100,HSG.VN
2024-09-30,20694.88671875,21300.0,21500.0,21100.0,21200.0,12822400,HSG.VN
